date,JNJ,HD,INTC,AMD,MU,NVDA,TSM
2017-10-11,56.38,165.25,39.3,13.88,41.61,190.94,40.35
2017-10-10,56.02,165.16,39.65,13.7,41.98,188.93,38.97
2017-10-09,56.07,165.71,39.86,13.47,40.96,185.39,38.77
2017-10-06,56.19,165.85,39.63,13.23,39.67,181.3,38.46
2017-10-05,56.7,166.12,39.53,13.34,39.37,180.77,38.46
2017-10-04,56.3,165.29,39.34,13.31,39.56,180.87,38.27
2017-10-03,56.19,165.17,39.38,13.42,40.37,179.37,38.44
2017-10-02,55.84,164.02,39.04,12.71,40.01,179.0,38.13
2017-09-29,55.41,163.56,38.08,12.75,39.33,178.77,37.55
2017-09-28,55.42,162.36,37.83,12.74,37.96,175.68,37.05
2017-09-27,55.55,160.92,37.54,12.74,37.09,175.73,37.25
2017-09-26,55.22,161.26,37.47,12.45,34.18,171.96,37.14
2017-09-25,55.5,161.1,37.16,12.61,34.87,171.0,37.07
2017-09-22,54.7,159.97,37.18,13.3,36.07,179.0,37.77
2017-09-21,55.06,159.19,37.2,13.41,35.91,180.76,38.24
2017-09-20,56.09,158.68,37.07,13.74,35.97,185.84,37.82
2017-09-19,56.11,157.66,37.23,13.12,35.95,187.35,38.3
2017-09-18,56.1,157.81,37.0,13.08,35.43,187.55,38.07
2017-09-15,56.2,158.4,37.0,12.52,34.65,180.11,37.65
2017-09-14,56.88,159.38,36.48,12.26,34.58,169.4,37.38
2017-09-13,56.48,160.02,36.33,12.22,34.59,170.37,37.53
2017-09-12,56.09,159.91,36.09,12.3,34.29,169.61,37.86
2017-09-11,56.52,158.37,35.77,12.55,33.44,169.0,37.84
2017-09-08,56.22,159.66,35.19,12.25,32.45,163.69,37.5
2017-09-07,56.47,157.93,35.54,12.63,32.79,166.58,37.54
2017-09-06,56.34,156.56,35.76,12.86,32.25,165.81,37.27
2017-09-05,54.85,152.93,35.02,12.92,32.07,165.91,36.85
2017-09-01,54.63,150.78,35.09,13.19,32.6,170.46,37.22
2017-08-31,54.16,149.87,35.07,13.0,31.97,169.44,36.97
2017-08-30,54.01,150.0,34.89,12.67,31.61,165.68,36.93
2017-08-29,53.22,149.84,34.73,12.15,31.48,164.7,36.88
2017-08-28,52.95,151.39,34.65,12.23,31.08,164.97,36.77
2017-08-25,53.66,149.65,34.67,12.43,30.29,163.81,36.85
2017-08-24,53.47,148.25,34.71,12.5,30.22,165.19,36.83
2017-08-23,53.34,149.1,34.66,12.48,30.45,165.8,36.58
2017-08-22,52.89,149.91,34.65,12.17,30.45,162.55,36.52
2017-08-21,50.97,149.2,34.92,12.05,29.56,159.15,35.98
2017-08-18,50.93,147.49,35.01,12.37,30.38,161.5,35.86
2017-08-17,50.36,149.67,35.17,12.34,29.62,161.47,35.79
2017-08-16,50.61,152.25,35.81,12.63,30.69,165.15,36.34
2017-08-15,50.95,150.17,36.0,13.02,29.68,166.98,36.42
2017-08-14,52.32,154.26,36.34,12.76,29.24,168.4,36.05
2017-08-11,52.41,154.88,35.87,12.23,28.01,155.96,36.14
2017-08-10,52.21,153.88,36.14,12.12,27.49,164.74,35.34
2017-08-09,52.76,155.26,36.59,12.83,28.58,172.11,36.46
2017-08-08,52.55,153.35,36.41,13.11,28.84,170.3,36.7
2017-08-07,53.07,153.35,36.43,13.43,28.59,172.35,36.79
2017-08-04,53.53,152.75,36.3,13.12,27.92,167.21,36.03
2017-08-03,53.85,150.79,36.49,13.24,27.83,166.48,35.79
2017-08-02,55.36,150.5,36.64,13.37,28.63,164.39,36.07
2017-08-01,56.73,149.85,36.35,13.71,28.34,164.49,35.84
2017-07-31,56.57,149.6,35.47,13.61,28.12,162.51,35.96
2017-07-28,56.46,148.08,35.31,13.95,29.28,164.39,35.86
2017-07-27,56.62,147.73,34.97,14.12,30.24,161.74,36.18
2017-07-26,55.59,146.69,34.75,14.76,29.81,167.26,36.22
2017-07-25,55.78,146.97,34.67,14.11,29.9,165.35,36.1
2017-07-24,54.88,144.58,34.5,14.16,31.67,166.15,36.22
2017-07-21,54.45,146.65,34.73,13.88,32.01,168.1,35.85
2017-07-20,54.79,147.03,34.75,13.8,32.0,167.5,36.1
2017-07-19,54.39,153.3,34.56,13.55,31.82,165.1,36.41
2017-07-18,53.57,152.17,34.53,13.48,31.9,165.96,35.87
2017-07-17,53.57,153.89,34.47,13.8,31.72,164.25,35.91
2017-07-14,53.16,152.88,34.68,13.92,31.79,164.95,36.25
2017-07-13,52.46,153.29,34.24,13.53,31.13,160.63,36.15
2017-07-12,52.05,152.59,34.25,14.29,31.45,162.51,35.69
2017-07-11,50.88,150.6,33.92,13.89,31.37,155.88,35.38
2017-07-10,51.0,151.18,33.65,13.81,30.5,153.7,35.0
2017-07-07,51.69,152.23,33.88,13.36,30.2,146.76,34.63
2017-07-06,52.6,152.05,33.63,13.02,30.1,143.48,34.5
2017-07-05,50.75,152.69,34.34,13.19,30.51,143.05,34.82
2017-07-03,52.03,154.01,33.46,12.15,29.14,139.33,34.88
2017-06-30,52.16,153.4,33.74,12.48,29.86,144.56,34.96
2017-06-29,51.52,152.16,33.54,12.6,31.47,146.68,34.81
2017-06-28,50.9,153.23,34.2,13.23,32.24,151.75,35.35
2017-06-27,50.68,152.24,33.65,13.4,31.66,146.58,35.09
2017-06-26,50.54,151.42,34.07,14.08,32.5,152.15,36.13
2017-06-23,49.19,151.31,34.19,14.17,31.73,153.83,36.73
2017-06-22,47.79,155.48,34.36,14.38,31.89,158.37,36.71
2017-06-21,47.41,156.59,34.58,13.98,32.01,159.47,36.71
2017-06-20,47.5,157.67,34.86,12.64,30.83,157.09,36.13
2017-06-19,50.21,158.81,35.51,11.93,31.2,157.32,36.21
2017-06-16,50.97,156.64,35.21,11.44,29.86,151.62,35.87
2017-06-15,48.98,156.77,35.31,11.5,30.56,152.37,35.44
2017-06-14,49.79,156.76,35.53,11.77,31.06,151.72,35.65
2017-06-13,50.21,153.99,35.88,11.96,31.54,151.4,35.56
2017-06-12,49.99,152.18,35.73,12.09,31.2,149.97,35.24
2017-06-09,49.45,152.96,35.71,12.28,30.6,149.6,35.79
2017-06-08,48.49,153.5,36.48,12.9,32.45,159.94,36.83
2017-06-07,48.87,154.96,36.26,12.38,32.5,149.12,36.46
2017-06-06,50.0,154.2,36.13,12.03,31.57,147.34,36.43
2017-06-05,49.32,154.79,36.34,11.24,31.21,148.01,36.39
2017-06-02,49.55,155.35,36.32,10.9,31.21,143.64,36.18
2017-06-01,50.45,155.15,36.12,10.93,30.76,144.36,35.89
2017-05-31,49.68,153.51,36.11,11.19,30.77,144.35,35.36
2017-05-30,49.85,153.88,36.18,11.12,30.7,144.87,35.78
2017-05-26,51.69,154.9,36.26,11.0,29.76,141.84,35.51
2017-05-25,51.66,156.46,36.26,10.98,29.43,138.26,35.57
2017-05-24,52.78,155.0,36.12,10.89,28.99,138.57,35.52
2017-05-23,52.23,154.83,35.86,10.89,28.29,137.03,35.4
2017-05-22,51.66,155.96,35.77,11.04,28.06,138.9,35.4
2017-05-19,51.43,156.3,35.4,11.41,27.82,136.0,35.2
2017-05-18,49.82,155.7,35.22,11.275,27.48,133.07,34.9
2017-05-17,49.75,156.09,35.04,11.2,27.0,127.72,34.42
2017-05-16,50.89,158.26,35.82,12.75,29.02,136.81,35.03
2017-05-15,51.28,157.33,35.63,11.42,28.83,134.31,35.06
2017-05-12,51.0,156.92,35.53,11.26,28.93,127.89,35.37
2017-05-11,51.27,156.2,35.69,11.07,29.03,126.5,35.56
2017-05-10,51.12,158.13,36.01,10.79,29.32,121.29,35.41
2017-05-09,50.48,157.68,36.37,10.18,28.81,102.94,35.41
2017-05-08,51.04,156.89,36.54,10.04,28.06,102.77,34.98
2017-05-05,50.64,155.73,36.82,10.19,28.2,103.86,34.42
2017-05-04,49.34,154.86,36.85,10.1,27.79,103.85,34.14
2017-05-03,52.14,155.0,36.98,10.39,28.0,104.25,34.29
2017-05-02,52.3,154.95,36.97,10.32,27.77,103.48,33.93
2017-05-01,53.02,154.21,36.31,13.62,28.29,106.64,33.4
2017-04-28,52.61,156.1,36.15,13.3,27.67,104.3,33.07
2017-04-27,53.01,156.12,37.43,13.62,27.63,105.64,33.02
2017-04-26,54.5,154.22,36.93,13.41,26.79,104.02,33.0
2017-04-25,54.73,153.03,36.87,13.49,26.99,104.74,33.07
2017-04-24,53.87,151.89,36.75,13.13,26.57,102.95,32.7
2017-04-21,53.53,150.0,36.32,13.0,27.32,101.68,32.08
2017-04-20,53.79,148.72,36.18,13.11,27.96,101.26,31.79
2017-04-19,53.92,147.22,35.91,12.84,27.26,99.68,31.61
2017-04-18,54.82,147.76,35.765,12.95,27.14,99.29,31.79
2017-04-17,54.41,147.31,35.48,12.79,27.13,99.23,32.03
2017-04-13,54.62,145.91,35.25,12.31,26.74,95.49,31.83
2017-04-12,55.33,146.54,35.63,12.76,26.69,97.31,32.28
2017-04-11,55.72,148.2,35.74,13.1,27.18,98.12,32.4
2017-04-10,55.93,148.21,35.8,13.1,27.64,97.77,32.52
2017-04-07,56.19,147.13,36.03,13.52,28.52,100.33,32.87
2017-04-06,56.33,147.24,36.03,13.27,28.62,100.76,32.86
2017-04-05,55.93,146.64,36.22,14.17,28.26,100.03,32.9
2017-04-04,55.94,146.34,36.28,14.16,28.59,100.78,32.86
2017-04-03,55.31,146.62,36.16,14.64,28.64,108.38,32.89
2017-03-31,55.44,146.83,36.07,14.55,28.9,108.93,32.84
2017-03-30,54.92,146.95,35.75,14.05,28.97,109.4,33.07
2017-03-29,54.73,147.04,35.57,13.71,28.5,107.34,32.93
2017-03-28,53.06,147.2,35.6,13.69,28.69,107.69,33.35
2017-03-27,53.09,146.87,35.39,13.7,28.76,108.25,33.17
2017-03-24,53.1,147.71,35.16,13.7,28.43,107.47,32.81
2017-03-23,52.25,147.99,35.27,13.79,26.47,107.09,32.56
2017-03-22,52.7,147.36,35.37,14.1,26.06,108.07,32.69
2017-03-21,52.28,146.61,35.04,13.82,25.52,105.91,32.48
2017-03-20,53.24,147.8,35.43,14.4,26.21,109.45,32.85
2017-03-17,52.82,149.6,35.27,13.49,25.8,106.07,32.59
2017-03-16,53.24,148.73,35.14,13.65,26.04,103.81,32.41
2017-03-15,53.64,147.95,35.1,13.98,26.12,102.55,31.91
2017-03-14,52.2,147.16,35.18,14.1,25.58,101.78,31.21
2017-03-13,53.98,147.43,35.16,14.28,25.7,101.85,31.5
2017-03-10,54.33,146.85,35.91,13.91,25.18,99.12,31.06
2017-03-09,54.51,146.62,35.82,13.33,25.15,98.54,30.98
2017-03-08,54.77,146.92,35.62,13.22,25.38,98.56,31.22
2017-03-07,56.58,146.02,35.8,13.05,25.64,98.74,31.31
2017-03-06,56.61,147.13,35.57,13.04,25.71,97.67,30.85
2017-03-03,56.42,147.81,35.9,13.03,25.57,98.43,30.85
2017-03-02,55.25,147.95,35.91,13.9,24.7,99.0,30.87
2017-03-01,55.39,146.68,35.93,14.96,24.55,102.79,31.58
2017-02-28,54.05,144.91,36.2,14.46,23.44,101.48,31.47
2017-02-27,53.35,145.3,36.51,15.2,23.76,104.41,31.53
2017-02-24,53.16,145.95,36.53,14.12,23.24,101.46,31.92
2017-02-23,54.64,144.71,36.18,14.32,23.48,100.49,31.75
2017-02-22,53.52,145.25,36.07,14.28,23.75,110.76,32.07
2017-02-21,54.22,145.02,36.52,14.0,23.77,111.07,32.33
2017-02-17,53.64,143.0,36.48,13.13,23.35,107.23,32.34
2017-02-16,54.03,141.54,36.41,12.97,22.98,107.25,32.32
2017-02-15,54.49,142.19,36.05,13.3,23.02,109.0,31.75
2017-02-14,54.95,141.36,35.93,13.26,23.12,108.78,31.33
2017-02-13,55.02,139.87,35.8,13.49,23.9,108.38,31.69
2017-02-10,55.31,139.85,35.34,13.58,24.05,113.62,30.71
2017-02-09,55.12,138.71,35.46,13.42,24.45,116.38,30.21
2017-02-08,54.4,137.88,36.38,13.56,24.21,118.61,30.33
2017-02-07,54.37,136.65,36.35,13.29,24.6,119.13,30.52
2017-02-06,55.31,136.49,36.27,13.63,24.34,117.31,30.87
2017-02-03,56.45,137.98,36.52,12.24,24.6,114.38,30.97
2017-02-02,55.56,136.95,36.68,12.28,24.79,115.39,30.78
2017-02-01,54.0,137.44,36.52,12.06,24.75,113.95,31.08
2017-01-31,55.11,137.58,36.82,10.37,24.11,109.18,30.91
2017-01-30,53.77,138.47,37.42,10.61,24.18,110.02,31.19
2017-01-27,54.91,138.33,37.98,10.67,23.97,111.77,31.25
2017-01-26,54.93,138.46,37.56,10.52,23.52,109.65,31.11
2017-01-25,55.55,137.48,37.8,10.35,23.56,107.79,31.31
2017-01-24,56.28,138.06,37.62,10.44,22.85,107.33,30.82
2017-01-23,55.89,138.07,36.77,9.91,21.89,105.09,30.33
2017-01-20,56.59,135.6,36.94,9.75,21.96,104.01,30.07
2017-01-19,55.96,135.39,36.57,9.77,21.71,105.16,29.63
2017-01-18,56.56,136.16,36.76,9.88,22.32,102.95,29.49
2017-01-17,56.31,135.93,36.8,9.82,21.74,101.11,29.62
2017-01-13,56.31,135.04,36.79,10.58,22.18,103.43,29.44
2017-01-12,56.57,135.07,36.71,10.76,22.31,103.44,29.29
2017-01-11,57.26,135.7,36.95,11.2,22.79,105.16,30.17
2017-01-10,56.07,136.1,36.54,11.44,22.48,106.47,30.07
2017-01-09,57.48,134.31,36.61,11.49,22.34,107.28,30.04
2017-01-06,57.9,133.53,36.48,11.32,22.04,103.1,29.63
2017-01-05,58.83,133.9,36.35,11.24,22.11,101.74,29.8
2017-01-04,58.6,135.5,36.41,11.43,22.36,104.39,29.3
2017-01-03,58.75,134.31,36.6,11.43,22.55,102.01,29.31
2016-12-30,57.41,134.08,36.27,11.34,21.92,106.74,28.75
2016-12-29,57.98,135.1,36.66,11.59,22.27,111.43,29.13
2016-12-28,57.67,135.07,36.63,11.55,22.78,109.25,29.12
2016-12-27,59.03,135.26,37.07,12.07,23.3,117.32,29.1
2016-12-23,58.69,135.05,36.97,11.58,23.26,109.78,29.05
2016-12-22,57.91,135.43,36.93,11.6,23.19,107.11,28.74
2016-12-21,58.54,136.83,36.98,11.47,20.58,105.83,29.14
2016-12-20,58.67,137.11,37.21,11.51,20.65,105.17,29.31
2016-12-19,58.1,135.44,36.89,10.95,20.35,101.63,29.27
2016-12-16,58.42,135.11,36.31,10.66,20.27,100.41,29.48
2016-12-15,57.72,135.84,36.79,10.86,20.29,98.71,30.16
2016-12-14,57.36,135.98,36.55,10.55,20.02,96.45,29.87
2016-12-13,57.77,136.54,36.8,10.54,20.13,91.17,30.36
2016-12-12,57.21,134.58,35.97,10.68,20.02,89.59,29.9
2016-12-09,57.01,133.39,35.76,10.34,20.5,91.82,30.12
2016-12-08,57.91,132.53,35.7,10.34,20.66,93.48,30.04
2016-12-07,57.09,132.46,35.5,9.56,20.44,95.07,29.93
2016-12-06,56.12,128.74,34.72,9.45,19.06,93.39,29.51
2016-12-05,56.42,129.68,34.39,8.68,18.61,91.88,29.02
2016-12-02,54.69,129.87,34.16,8.53,18.79,88.45,28.86
2016-12-01,54.42,129.47,33.76,8.39,18.48,87.64,28.55
2016-11-30,54.93,129.4,34.7,8.91,19.53,92.2,29.69
2016-11-29,52.44,129.62,35.31,8.93,19.42,93.25,29.55
2016-11-28,52.82,130.64,35.51,8.83,19.99,94.11,29.66
2016-11-25,53.75,131.57,35.44,8.77,20.13,94.16,29.66
2016-11-23,53.95,131.21,35.2,8.8,19.91,93.97,29.89
2016-11-22,53.46,130.98,35.48,8.69,19.74,93.65,29.91
2016-11-21,52.72,128.22,34.98,8.94,19.49,92.98,29.65
2016-11-18,50.42,128.33,34.95,8.71,19.21,93.36,29.47
2016-11-17,49.83,128.93,35.02,8.46,19.18,92.39,29.47
2016-11-16,49.69,125.33,34.84,7.67,18.24,91.63,29.86
2016-11-15,49.93,124.4,34.91,6.97,18.1,86.19,29.2
2016-11-14,47.81,127.67,34.48,6.79,17.71,83.64,28.85
2016-11-11,47.92,129.85,34.61,6.685,17.67,87.97,29.93
2016-11-10,49.05,129.03,34.5,6.295,16.99,67.77,29.44
2016-11-09,49.39,126.02,34.75,6.94,17.2,69.96,30.59
2016-11-08,49.5,124.25,34.74,7.0,17.41,71.16,31.34
2016-11-07,48.08,123.75,34.69,6.96,17.375,71.27,31.35
2016-11-04,46.65,120.91,33.61,6.56,16.68,67.57,30.24
2016-11-03,46.44,120.18,33.93,6.7,16.62,67.96,30.28
2016-11-02,46.59,120.29,34.6,6.76,16.68,68.76,30.39
2016-11-01,48.56,119.89,34.52,7.09,16.98,69.05,30.71
2016-10-31,48.43,122.01,34.87,7.23,17.16,71.16,31.1
2016-10-28,48.18,123.58,34.74,7.2,17.2,70.56,30.77
2016-10-27,48.51,122.26,34.81,7.11,17.53,70.68,30.77
2016-10-26,49.23,122.71,34.92,7.29,17.64,72.16,31.21
2016-10-25,49.17,123.34,35.1,7.5,17.54,71.87,31.55
2016-10-24,50.37,127.78,35.26,7.005,17.06,70.71,31.41
2016-10-21,50.63,126.6,35.15,6.52,16.94,67.54,31.08
2016-10-20,50.91,126.25,35.43,6.96,17.205,67.73,31.06
2016-10-19,51.04,125.89,35.51,6.77,17.215,66.47,30.98
2016-10-18,50.03,125.74,37.75,6.73,17.41,66.61,30.86
2016-10-17,49.45,125.14,37.29,6.67,16.99,65.61,30.57
2016-10-14,50.13,126.42,37.45,6.75,17.13,65.99,30.66
2016-10-13,49.8,126.29,36.97,6.49,16.85,65.35,30.53
2016-10-12,50.21,126.69,37.13,6.62,16.78,66.43,31.35
2016-10-11,49.82,125.85,37.27,6.5,16.86,66.13,30.73
2016-10-10,50.35,127.25,38.02,6.84,17.5,67.1,31.28
2016-10-07,49.36,128.31,38.1,6.75,17.61,66.85,31.18
2016-10-06,49.67,130.19,38.07,6.96,17.73,67.34,30.77
2016-10-05,49.58,127.58,37.99,6.78,17.7,68.23,30.53
2016-10-04,49.54,128.2,37.54,6.97,17.8,68.3,30.39
2016-10-03,51.11,128.5,37.66,6.95,17.73,68.45,30.72
2016-09-30,51.39,128.68,37.75,6.91,17.78,68.52,30.59
2016-09-29,50.94,127.93,37.32,6.67,17.54,67.4,30.4
2016-09-28,51.24,128.27,37.44,6.59,17.44,66.78,30.33
2016-09-27,48.8,126.82,37.18,6.54,18.0,66.54,30.4
2016-09-26,48.84,125.45,36.65,6.32,17.36,64.34,29.84
2016-09-23,48.62,127.79,37.19,6.55,17.48,64.95,30.12
2016-09-22,49.64,128.75,37.55,6.37,17.59,65.02,30.66
2016-09-21,48.94,128.11,37.45,6.29,17.66,64.86,30.5
2016-09-20,47.02,126.83,37.14,6.17,16.92,63.09,29.9
2016-09-19,47.39,126.29,37.16,6.16,16.95,63.67,29.93
2016-09-16,46.08,126.11,37.67,6.05,17.48,62.84,28.91
2016-09-15,46.83,126.96,36.56,6.02,17.45,62.69,29.18
2016-09-14,46.7,126.26,35.62,6.04,16.93,60.4,28.62
2016-09-13,46.95,125.72,35.61,5.74,16.75,59.87,28.49
2016-09-12,49.3,128.59,36.08,5.94,17.15,60.75,28.99
2016-09-09,48.81,127.74,35.44,5.9,16.81,59.52,28.59
2016-09-08,51.0,131.26,36.44,6.225,17.45,62.64,29.79
2016-09-07,49.92,132.79,36.46,6.84,17.16,62.19,29.82
2016-09-06,49.26,134.1,36.57,7.34,17.01,63.12,29.49
2016-09-02,48.26,135.15,36.08,7.51,16.7,62.53,29.14
2016-09-01,47.21,134.23,36.02,7.35,16.64,63.15,28.96
2016-08-31,46.89,134.12,35.89,7.4,16.49,61.34,28.74
2016-08-30,47.16,134.1,35.7,7.49,16.74,61.63,28.62
2016-08-29,47.36,135.24,35.55,7.59,16.91,61.99,28.7
2016-08-26,46.98,134.36,35.26,7.67,16.51,62.03,28.64
2016-08-25,47.02,135.43,35.09,7.465,16.2,61.53,28.6
2016-08-24,47.12,135.06,35.15,7.43,15.51,61.94,28.39
2016-08-23,48.28,136.22,35.4,7.67,16.18,62.91,28.5
2016-08-22,48.07,135.34,35.36,7.58,16.19,62.52,28.4
2016-08-19,49.71,135.46,35.24,7.62,16.25,62.26,28.64
2016-08-18,49.62,134.8,34.97,7.04,15.77,62.1,29.16
2016-08-17,47.95,136.15,35.02,6.68,15.52,61.15,28.98
2016-08-16,47.11,136.23,35.21,6.78,15.49,62.6,29.08
2016-08-15,46.77,137.06,34.91,6.95,15.53,62.98,29.39
2016-08-12,46.85,136.57,34.57,6.73,14.93,63.04,29.24
2016-08-11,46.11,137.04,34.68,6.58,14.43,59.7,29.14
2016-08-10,44.99,135.6,34.53,6.49,14.2,58.51,29.22
2016-08-09,45.26,136.11,34.92,6.6,14.48,58.89,29.4
2016-08-08,45.58,136.21,35.04,6.68,14.42,58.74,29.09
2016-08-05,44.91,136.91,34.98,6.61,14.52,58.2,28.79
2016-08-04,45.0,136.05,34.58,6.47,14.03,57.23,28.4
2016-08-03,45.85,137.06,34.25,6.3,13.51,56.19,28.16
2016-08-02,43.94,137.22,34.56,6.26,13.4,56.04,28.16
2016-08-01,42.99,138.77,34.85,6.64,13.56,56.73,28.62
2016-07-29,44.79,138.24,34.86,6.86,13.74,57.1,27.78
2016-07-28,44.08,137.96,34.77,6.82,13.81,56.18,28.14
2016-07-27,43.96,136.31,34.83,6.85,14.19,56.06,28.1
2016-07-26,45.32,136.75,35.09,6.98,14.67,56.63,28.33
2016-07-25,45.43,136.5,34.69,6.7,13.92,55.68,27.86
2016-07-22,46.05,136.52,34.66,5.84,13.13,54.67,27.74
2016-07-21,46.28,136.07,34.27,5.22,13.18,53.22,27.48
2016-07-20,47.24,137.41,35.69,5.41,13.59,54.22,27.55
2016-07-19,47.51,136.98,35.15,5.41,13.22,53.52,27.27
2016-07-18,47.7,136.34,35.05,5.51,13.34,52.97,27.64
2016-07-15,48.12,134.78,35.07,5.14,13.13,52.7,27.01
2016-07-14,47.49,134.54,35.2,5.17,13.29,53.32,27.11
2016-07-13,47.34,133.56,35.01,5.09,13.29,52.78,26.89
2016-07-12,48.52,134.84,34.94,5.14,13.23,52.8,26.97
2016-07-11,47.44,135.15,34.38,5.01,12.64,52.02,27.2
2016-07-08,47.36,134.34,34.0,5.1,12.62,50.85,26.73
2016-07-07,46.99,131.16,33.2,5.02,12.2,48.89,26.31
2016-07-06,47.41,131.57,32.97,5.04,11.73,47.65,26.15
2016-07-05,47.13,129.35,32.68,4.96,11.91,47.35,26.26
2016-07-01,47.57,129.62,32.75,5.07,12.5,46.66,26.53
2016-06-30,47.45,127.69,32.8,5.14,13.76,47.01,26.23
2016-06-29,47.33,127.37,31.93,5.13,13.19,46.65,25.8
2016-06-28,45.89,127.53,31.19,5.12,12.99,45.9,25.26
2016-06-27,44.62,124.67,30.72,4.72,12.23,45.24,24.9
2016-06-24,45.82,126.4,31.55,4.88,13.21,45.73,25.68
2016-06-23,46.86,128.29,32.99,5.21,14.05,48.49,26.81
2016-06-22,46.4,127.6,32.29,5.02,12.72,47.23,26.54
2016-06-21,46.81,127.74,32.32,5.45,12.75,47.27,26.59
2016-06-20,46.04,127.62,32.17,5.1,12.32,47.56,26.37
2016-06-17,45.57,127.14,31.76,5.26,12.2,46.72,25.85
2016-06-16,44.9,127.36,31.69,4.75,11.95,47.55,25.86
2016-06-15,45.02,126.53,31.61,4.42,12.02,47.36,25.84
2016-06-14,45.68,125.24,32.14,4.39,11.92,46.88,25.57
2016-06-13,44.98,127.83,32.17,4.4,12.05,46.79,25.63
2016-06-10,45.19,128.83,32.04,4.32,12.14,46.2,25.86
2016-06-09,46.53,129.3,31.94,4.52,12.51,47.38,26.23
2016-06-08,45.66,129.59,31.89,4.46,12.58,46.18,26.33
2016-06-07,45.76,129.92,31.88,4.51,13.0,46.33,26.06
2016-06-06,45.1,129.19,31.68,4.47,12.77,46.24,25.47
2016-06-03,44.03,131.74,31.62,4.16,12.86,46.48,25.53
2016-06-02,43.73,132.41,31.76,4.24,13.11,47.14,25.18
2016-06-01,43.77,131.83,31.66,4.43,13.09,46.81,25.25
2016-05-31,43.25,132.12,31.59,4.57,12.72,46.72,24.72
2016-05-27,42.73,133.94,31.57,4.6,12.31,45.9,24.8
2016-05-26,42.57,134.05,31.49,4.35,11.95,45.65,24.79
2016-05-25,43.07,133.2,31.39,4.18,11.6,45.17,24.62
2016-05-24,41.7,133.36,31.06,4.2,11.49,45.36,24.47
2016-05-23,41.67,131.42,30.23,4.04,11.14,44.4,24.27
2016-05-20,42.04,131.85,30.15,3.87,10.8,44.33,23.91
2016-05-19,41.54,131.73,29.63,3.77,10.07,43.55,23.25
2016-05-18,40.13,131.77,29.99,3.84,10.05,43.36,23.52
2016-05-17,42.02,132.0,29.98,3.79,9.67,42.28,22.95
2016-05-16,41.81,135.34,30.39,3.79,9.68,42.19,23.11
2016-05-13,41.04,133.13,29.91,3.67,9.56,40.98,22.82
2016-05-12,40.29,134.19,29.76,3.59,9.63,35.57,22.99
2016-05-11,40.07,134.3,30.06,3.65,10.1,36.06,23.22
2016-05-10,40.08,137.51,30.14,3.64,10.09,35.96,23.39
2016-05-09,39.24,136.24,29.8,3.65,9.87,35.28,23.37
2016-05-06,39.77,135.7,30.04,3.68,9.99,35.33,23.41
2016-05-05,38.96,134.67,29.9,3.66,10.06,34.97,23.5
2016-05-04,38.17,135.16,29.85,3.6,10.0,34.76,23.42
2016-05-03,35.79,134.54,30.36,3.6,10.36,35.57,23.32
2016-05-02,35.98,136.05,30.61,3.74,10.62,36.0,23.69
2016-04-29,36.15,133.89,30.28,3.55,10.75,35.53,23.59
2016-04-28,35.56,132.73,31.11,3.61,11.62,36.2,24.16
2016-04-27,37.07,135.75,31.75,3.73,11.56,37.31,25.25
2016-04-26,36.24,135.34,31.4,3.66,11.51,36.48,25.01
2016-04-25,35.38,135.65,31.39,3.45,10.55,36.45,25.01
2016-04-22,35.81,135.66,31.64,3.99,10.66,36.27,25.07
2016-04-21,34.81,134.6,31.97,2.62,10.65,36.41,25.16
2016-04-20,34.8,135.19,32.0,2.7,10.75,36.45,25.12
2016-04-19,34.39,135.44,31.6,2.62,10.72,36.31,25.16
2016-04-18,32.16,136.8,31.65,2.76,10.89,36.97,25.5
2016-04-15,31.67,135.01,31.46,2.7,10.69,37.13,25.46
2016-04-14,31.73,134.37,31.8,2.72,10.4,36.84,25.3
2016-04-13,31.86,133.84,32.13,2.8,10.88,36.74,26.17
2016-04-12,32.35,134.38,31.86,2.81,10.17,35.84,25.57
2016-04-11,30.05,133.01,31.67,2.76,10.45,35.88,25.51
2016-04-08,29.99,133.62,31.63,2.74,10.72,35.66,25.28
2016-04-07,28.95,133.87,31.55,2.64,10.51,35.43,25.37
2016-04-06,29.22,135.44,32.08,2.8,10.47,35.8,25.62
2016-04-05,28.43,134.58,31.9,2.76,10.4,35.75,25.51
2016-04-04,28.37,134.85,32.0,2.83,10.8,35.8,25.85
2016-04-01,28.73,134.85,32.45,2.83,11.03,36.15,26.12
2016-03-31,29.86,133.43,32.35,2.85,10.47,35.63,26.2
2016-03-30,29.04,133.42,32.71,2.86,10.48,35.76,26.46
2016-03-29,28.46,132.47,32.38,2.86,10.45,35.39,25.97
2016-03-28,28.33,131.08,31.9,2.78,10.38,34.83,25.63
2016-03-24,28.68,130.46,31.88,2.79,10.5,34.48,25.73
2016-03-23,28.44,130.22,32.0,2.68,10.65,34.43,25.68
2016-03-22,30.21,130.59,32.32,2.79,11.44,33.85,25.81
2016-03-21,29.69,131.01,32.34,2.8,11.53,33.91,25.93
2016-03-18,30.82,131.35,32.68,2.93,11.14,33.81,26.04
2016-03-17,30.22,130.88,31.98,2.8,10.87,32.82,25.77
2016-03-16,29.51,130.45,31.69,2.63,10.72,33.1,25.78
2016-03-15,27.72,129.71,31.65,2.49,10.85,32.14,24.88
